STATE/UT,YEAR,Crime Head,Number Of Cases In Which Property - Stolen,Number Of Cases In Which Property - Recovered,Value Of Property (in rupees) - Stolen,Value Of Property (in rupees) - Recovered
D&N Haveli,2005,BURGLARY,25,9,6257250,5162150
D&N Haveli,2006,C.B. OF TRUST,30,5,53254433,3698350
D&N Haveli,2006,TOTAL (MANUAL),152,57,70488560,9943910
D&N Haveli,2006,OTHER KINDS OF PROP. OFF.,10,1,4004100,1500
D&N Haveli,2006,ROBBERY,5,3,103400,9600
D&N Haveli,2006,DACOITY,5,1,840000,10000
D&N Haveli,2006,BURGLARY,41,12,3752927,971220
D&N Haveli,2006,THEFTS,61,35,8533700,5253240
D&N Haveli,2007,ROBBERY,3,3,30000,30000
D&N Haveli,2007,BURGLARY,28,6,5444419,684570
D&N Haveli,2007,THEFTS,87,38,11632786,7178680
D&N Haveli,2007,C.B. OF TRUST,17,9,42084478,30213260
D&N Haveli,2007,OTHER KINDS OF PROP. OFF.,10,6,9283740,817100
D&N Haveli,2007,TOTAL (MANUAL),146,63,68476623,38924810
D&N Haveli,2007,DACOITY,1,1,1200,1200
D&N Haveli,2008,DACOITY,1,0,37000,0
D&N Haveli,2008,COMP. TOTAL (6 TO 15),138,66,37855040,7828080
D&N Haveli,2008,TOTAL (MANUAL),138,66,37855040,7828080
D&N Haveli,2008,OTHER KINDS OF PROP. OFF.,24,13,8736993,43139
D&N Haveli,2008,C.B. OF TRUST,10,6,17271204,4640633
D&N Haveli,2008,THEFTS,54,28,5567584,1349523
D&N Haveli,2008,ROBBERY,0,0,0,0
D&N Haveli,2008,BURGLARY,49,19,6242259,1794785
D&N Haveli,2009,BURGLARY,43,13,4853240,1270375
D&N Haveli,2009,THEFTS,63,22,7195540,1097808
D&N Haveli,2009,C.B. OF TRUST,17,9,12792400,4264187
D&N Haveli,2009,OTHER KINDS OF PROP. OFF.,20,13,22730924,675438
D&N Haveli,2009,TOTAL (MANUAL),154,62,53048623,10178408
D&N Haveli,2009,DACOITY,9,4,4570769,1970600
D&N Haveli,2009,ROBBERY,2,1,905750,900000
D&N Haveli,2010,OTHER KINDS OF PROP. OFF.,18,9,15700213,726371
D&N Haveli,2010,C.B. OF TRUST,12,7,4846741,1292551
D&N Haveli,2010,THEFTS,63,20,6293660,1303700
D&N Haveli,2010,BURGLARY,25,15,1563407,864969
D&N Haveli,2010,ROBBERY,3,0,946907,0
D&N Haveli,2010,DACOITY,2,0,405000,0
D&N Haveli,2010,TOTAL (MANUAL),123,51,29755928,4187591
D&N Haveli,2011,THEFTS,69,37,5803351,1979521
D&N Haveli,2011,BURGLARY,22,14,7284630,4743140
D&N Haveli,2011,OTHER KINDS OF PROP. OFF.,18,10,346645702,71000
D&N Haveli,2011,C.B. OF TRUST,10,4,18481545,7968271
D&N Haveli,2011,TOTAL (MANUAL),128,70,381822835,18135879
D&N Haveli,2011,DACOITY,7,5,3457607,3373947
D&N Haveli,2011,ROBBERY,2,0,150000,0
D&N Haveli,2012,BURGLARY,22,9,3793050,265000
D&N Haveli,2012,ROBBERY,2,0,2000,0
D&N Haveli,2012,THEFTS,68,39,9991315,5448904
D&N Haveli,2012,C.B. OF TRUST,5,4,2624794,183000
D&N Haveli,2012,OTHER KINDS OF PROP. OFF.,9,5,25630049,3280500
D&N Haveli,2012,TOTAL (MANUAL),108,58,42089208,9177404
D&N Haveli,2012,COMP. TOTAL (6 TO 15),108,58,42089208,9177404
D&N Haveli,2012,DACOITY,2,1,48000,0
Daman & Diu,2001,THEFTS,39,12,1622887,934194
Daman & Diu,2001,OTHER KINDS OF PROP. OFF.,7,0,3669850,0
Daman & Diu,2001,C.B. OF TRUST,5,2,6773576,910000
Daman & Diu,2001,BURGLARY,43,7,2084845,479300
Daman & Diu,2001,ROBBERY,0,0,0,0
Daman & Diu,2001,DACOITY,0,0,0,0
Daman & Diu,2001,TOTAL (MANUAL),94,21,14151158,2323494
Daman & Diu,2002,TOTAL (MANUAL),130,44,16411977,5347636
Daman & Diu,2002,C.B. OF TRUST,5,3,1901559,652796
Daman & Diu,2002,THEFTS,56,23,2672651,1267100
Daman & Diu,2002,BURGLARY,56,14,4539519,2429100
Daman & Diu,2002,ROBBERY,1,0,16000,0
Daman & Diu,2002,DACOITY,2,1,537000,500000
Daman & Diu,2002,OTHER KINDS OF PROP. OFF.,10,3,6745248,498640
Daman & Diu,2003,THEFTS,46,23,5993505,5217268
Daman & Diu,2003,TOTAL (MANUAL),107,32,18174225,7758679
Daman & Diu,2003,C.B. OF TRUST,7,1,1367619,530000
Daman & Diu,2003,BURGLARY,41,5,1419192,141411
Daman & Diu,2003,DACOITY,4,2,4343009,1000000
Daman & Diu,2003,ROBBERY,1,0,0,0
Daman & Diu,2003,OTHER KINDS OF PROP. OFF.,8,1,5050900,870000
Daman & Diu,2004,DACOITY,0,0,0,0
Daman & Diu,2004,TOTAL (MANUAL),72,22,4972825,803600
Daman & Diu,2004,ROBBERY,1,1,100000,100000
Daman & Diu,2004,BURGLARY,35,8,2489725,99100
Daman & Diu,2004,THEFTS,27,12,1301700,554500
Daman & Diu,2004,C.B. OF TRUST,3,1,481400,50000
Daman & Diu,2004,OTHER KINDS OF PROP. OFF.,6,0,600000,0
Daman & Diu,2005,TOTAL (MANUAL),100,24,8485596,1156843
Daman & Diu,2005,OTHER KINDS OF PROP. OFF.,3,2,45000,45000
Daman & Diu,2005,C.B. OF TRUST,6,4,1501283,377843
Daman & Diu,2005,BURGLARY,37,5,2514680,365000
Daman & Diu,2005,ROBBERY,0,0,0,0
Daman & Diu,2005,DACOITY,4,2,493300,60300
Daman & Diu,2005,THEFTS,50,11,3931333,308700
Daman & Diu,2006,DACOITY,8,1,295600,117800
Daman & Diu,2006,TOTAL (MANUAL),144,26,19301080,3033840
Daman & Diu,2006,BURGLARY,60,8,6367320,1405190
Daman & Diu,2006,THEFTS,63,15,6974825,933350
Daman & Diu,2006,C.B. OF TRUST,9,2,5017655,577500
Daman & Diu,2006,OTHER KINDS OF PROP. OFF.,3,0,53000,0
Daman & Diu,2006,ROBBERY,1,0,592680,0
Daman & Diu,2007,ROBBERY,2,0,3000,0
Daman & Diu,2007,DACOITY,3,0,393700,0
Daman & Diu,2007,BURGLARY,46,4,10058460,1918200
Daman & Diu,2007,THEFTS,43,8,5833910,604550
Daman & Diu,2007,C.B. OF TRUST,5,2,1625025,1100000
Daman & Diu,2007,OTHER KINDS OF PROP. OFF.,6,2,14190170,2500000
Daman & Diu,2007,TOTAL (MANUAL),105,16,32104265,6122750
Daman & Diu,2008,TOTAL (MANUAL),107,31,46597505,4230400
Daman & Diu,2008,DACOITY,2,0,1480000,0
Daman & Diu,2008,ROBBERY,4,1,985700,400000
Daman & Diu,2008,BURGLARY,45,9,22602575,1340800
Daman & Diu,2008,THEFTS,49,20,7041295,2487600
Daman & Diu,2008,OTHER KINDS OF PROP. OFF.,3,1,119945,2000
Daman & Diu,2008,C.B. OF TRUST,4,0,14367990,0
Daman & Diu,2009,DACOITY,0,0,0,0
Daman & Diu,2009,OTHER KINDS OF PROP. OFF.,0,0,0,0
Daman & Diu,2009,BURGLARY,33,7,7972502,3242500
Daman & Diu,2009,ROBBERY,4,1,336400,22400
Daman & Diu,2009,THEFTS,41,10,2257920,210785
Daman & Diu,2009,C.B. OF TRUST,6,1,2845270,1045655
Daman & Diu,2009,TOTAL (MANUAL),84,19,13412092,4521340
Daman & Diu,2010,THEFTS,47,19,6413312,3440585
Daman & Diu,2010,DACOITY,6,5,2588000,1410000
Daman & Diu,2010,ROBBERY,0,0,0,0
Daman & Diu,2010,BURGLARY,27,7,4866090,608500
Daman & Diu,2010,TOTAL (MANUAL),85,32,14016402,5469085
Daman & Diu,2010,OTHER KINDS OF PROP. OFF.,1,0,0,0
Daman & Diu,2010,C.B. OF TRUST,4,1,149000,10000
Daman & Diu,2011,TOTAL (MANUAL),90,30,26005174,10868321
Daman & Diu,2011,OTHER KINDS OF PROP. OFF.,2,2,114500,114500
Daman & Diu,2011,C.B. OF TRUST,3,1,3873000,0
Daman & Diu,2011,BURGLARY,31,8,7318066,1442226
Daman & Diu,2011,DACOITY,4,3,1187220,162220
Daman & Diu,2011,THEFTS,45,12,5579388,1369375
Daman & Diu,2011,ROBBERY,5,4,7933000,7780000
Daman & Diu,2012,BURGLARY,26,12,11540100,726460
Daman & Diu,2012,THEFTS,55,22,2837700,1014200
Daman & Diu,2012,C.B. OF TRUST,7,4,12514600,7429100
Daman & Diu,2012,OTHER KINDS OF PROP. OFF.,0,0,0,0
Daman & Diu,2012,TOTAL (MANUAL),92,40,27802400,9909760
Daman & Diu,2012,COMP. TOTAL (6 TO 15),92,40,27802400,9909760
Daman & Diu,2012,DACOITY,1,1,540000,540000
Daman & Diu,2012,ROBBERY,3,1,370000,200000
Delhi UT,2001,C.B. OF TRUST,479,147,177836353,9238685
Delhi UT,2001,TOTAL (MANUAL),25170,5893,2127553393,218254594
Delhi UT,2001,OTHER KINDS OF PROP. OFF.,1714,578,841921782,13695153
Delhi UT,2001,DACOITY,48,29,13217200,2987000
Delhi UT,2001,THEFTS,19276,4235,878205006,146767644
Delhi UT,2001,BURGLARY,3029,642,150033824,39632177
Delhi UT,2001,ROBBERY,624,262,66339228,5933935
Delhi UT,2002,TOTAL (MANUAL),22681,8250,1968908241,100376887
Delhi UT,2002,OTHER KINDS OF PROP. OFF.,2703,1780,817719202,5499437
Delhi UT,2002,C.B. OF TRUST,444,141,62427472,4331616
Delhi UT,2002,THEFTS,16625,5066,897680730,76499351
Delhi UT,2002,BURGLARY,2360,843,131034713,7695881
Delhi UT,2002,ROBBERY,502,378,54816824,5050032
Delhi UT,2002,DACOITY,47,42,5229300,1300570
Delhi UT,2003,ROBBERY,441,350,40780214,4116700
Delhi UT,2003,BURGLARY,1898,758,84069640,4268081
Delhi UT,2003,THEFTS,15544,4936,856308779,48657332
Delhi UT,2003,C.B. OF TRUST,431,167,199093138,2621550
Delhi UT,2003,OTHER KINDS OF PROP. OFF.,2611,1609,748989861,12656735
Delhi UT,2003,TOTAL (MANUAL),20953,7847,1938163132,76625398
Delhi UT,2003,DACOITY,28,27,8921500,4305000
Delhi UT,2004,BURGLARY,1875,772,133196885,3181843
Delhi UT,2004,THEFTS,18994,6243,1148408691,65611363
Delhi UT,2004,C.B. OF TRUST,445,181,109174459,9556500
Delhi UT,2004,TOTAL (MANUAL),24902,9593,2294356956,115582547
Delhi UT,2004,DACOITY,30,29,4504322,870000
Delhi UT,2004,ROBBERY,461,394,447757606,6477132
Delhi UT,2004,OTHER KINDS OF PROP. OFF.,3097,1974,451314993,29885709
Delhi UT,2005,OTHER KINDS OF PROP. OFF.,3514,2227,737551655,8331858
Delhi UT,2005,TOTAL (MANUAL),24493,10505,2059791640,95162967
Delhi UT,2005,C.B. OF TRUST,394,159,69538509,1910000
Delhi UT,2005,THEFTS,17955,6772,1000141986,67737445
Delhi UT,2005,BURGLARY,2093,871,198019747,8172281
Delhi UT,2005,ROBBERY,510,450,41203747,6965983
Delhi UT,2005,DACOITY,27,26,13335996,2045400
Delhi UT,2006,OTHER KINDS OF PROP. OFF.,3596,2197,1090188152,11007770
Delhi UT,2006,C.B. OF TRUST,442,162,147797958,21473070
Delhi UT,2006,THEFTS,17498,6106,1128669742,74719855
Delhi UT,2006,BURGLARY,1950,893,114401072,14994976
Delhi UT,2006,ROBBERY,541,480,54404619,13040415
Delhi UT,2006,DACOITY,14,13,13163050,600
Delhi UT,2006,TOTAL (MANUAL),24041,9851,2548624593,135236686
Delhi UT,2007,DACOITY,34,30,6374650,1310250
Delhi UT,2007,OTHER KINDS OF PROP. OFF.,3579,1103,575442815,7430712
Delhi UT,2007,BURGLARY,2055,981,142856412,8374449
Delhi UT,2007,ROBBERY,557,478,48600840,9950516
Delhi UT,2007,C.B. OF TRUST,451,167,124954720,9096680
Delhi UT,2007,TOTAL (MANUAL),23713,8449,1849610325,100794714
Delhi UT,2007,THEFTS,17037,5690,951380888,64632107
Delhi UT,2008,BURGLARY,1926,485,109940832,5796997
Delhi UT,2008,THEFTS,18867,3876,1169650318,62353044
Delhi UT,2008,C.B. OF TRUST,355,100,66787480,2512000
Delhi UT,2008,ROBBERY,541,362,83492513,7425250
Delhi UT,2008,OTHER KINDS OF PROP. OFF.,2870,833,2136265505,10692781
Delhi UT,2008,TOTAL (MANUAL),24583,5674,3585385648,100513072
Delhi UT,2008,COMP. TOTAL (6 TO 15),24583,5674,3585385648,100513072
Delhi UT,2008,DACOITY,24,18,19249000,11733000
Delhi UT,2009,THEFTS,21731,4325,1935299019,120952757
Delhi UT,2009,OTHER KINDS OF PROP. OFF.,2345,988,5259938376,22706337
Delhi UT,2009,C.B. OF TRUST,333,106,168282309,26063598
Delhi UT,2009,DACOITY,36,24,35479000,12222566
Delhi UT,2009,ROBBERY,515,403,134320407,31782135
Delhi UT,2009,BURGLARY,1733,521,252397901,30852082
Delhi UT,2009,TOTAL (MANUAL),26693,6367,7785717012,244579475
Delhi UT,2010,TOTAL (MANUAL),28118,6500,4195381977,201822779
Delhi UT,2010,OTHER KINDS OF PROP. OFF.,2624,1015,2206442274,41903655
Delhi UT,2010,C.B. OF TRUST,273,80,71945074,7227255
Delhi UT,2010,THEFTS,23088,4509,1598845599,123172749
Delhi UT,2010,ROBBERY,599,435,116610568,16484540
Delhi UT,2010,DACOITY,32,27,14044500,3075000
Delhi UT,2010,BURGLARY,1502,434,187493962,9959580
Delhi UT,2011,C.B. OF TRUST,337,92,229154208,12700360
Delhi UT,2011,OTHER KINDS OF PROP. OFF.,2960,1060,4374780269,28922221
Delhi UT,2011,THEFTS,22899,5452,1675812263,161131628
Delhi UT,2011,TOTAL (MANUAL),28210,7598,7160252070,287364241
Delhi UT,2011,BURGLARY,1419,504,705505865,29057569
Delhi UT,2011,DACOITY,33,29,34803600,9058600
Delhi UT,2011,ROBBERY,562,461,140195865,46493863
Delhi UT,2012,C.B. OF TRUST,341,110,216558886,21443225
Delhi UT,2012,DACOITY,28,24,15277500,5063000
Delhi UT,2012,COMP. TOTAL (6 TO 15),27861,7747,14696357838,581594923
Delhi UT,2012,TOTAL (MANUAL),27861,7747,14696357838,581594923
Delhi UT,2012,OTHER KINDS OF PROP. OFF.,3137,1094,12306031976,152341713
Delhi UT,2012,THEFTS,22032,5429,1580502797,280372280
Delhi UT,2012,BURGLARY,1715,620,254968307,35211725
Delhi UT,2012,ROBBERY,608,470,323018372,87162980
Lakshadweep,2001,THEFTS,10,4,93790,31900
Lakshadweep,2001,TOTAL (MANUAL),12,5,109290,35400
Lakshadweep,2001,OTHER KINDS OF PROP. OFF.,0,0,0,0
Lakshadweep,2001,DACOITY,0,0,0,0
Lakshadweep,2001,ROBBERY,0,0,0,0
Lakshadweep,2001,BURGLARY,1,0,12000,0
Lakshadweep,2001,C.B. OF TRUST,1,1,3500,3500
Lakshadweep,2002,THEFTS,12,5,94090,58500
Lakshadweep,2002,TOTAL (MANUAL),21,7,209735,85295
Lakshadweep,2002,ROBBERY,0,0,0,0
Lakshadweep,2002,C.B. OF TRUST,0,0,0,0
Lakshadweep,2002,OTHER KINDS OF PROP. OFF.,0,0,0,0
Lakshadweep,2002,DACOITY,0,0,0,0
Lakshadweep,2002,BURGLARY,9,2,115645,26795
Lakshadweep,2003,C.B. OF TRUST,0,0,0,0
Lakshadweep,2003,ROBBERY,0,0,0,0
Lakshadweep,2003,THEFTS,8,3,113650,96650
Lakshadweep,2003,TOTAL (MANUAL),14,3,178650,96650
Lakshadweep,2003,DACOITY,0,0,0,0
Lakshadweep,2003,OTHER KINDS OF PROP. OFF.,0,0,0,0
Lakshadweep,2003,BURGLARY,6,0,65000,0
Lakshadweep,2004,C.B. OF TRUST,0,0,0,0
Lakshadweep,2004,THEFTS,5,3,5610,3410
Lakshadweep,2004,BURGLARY,2,0,2160,0
Lakshadweep,2004,ROBBERY,0,0,0,0
Lakshadweep,2004,DACOITY,0,0,0,0
Lakshadweep,2004,OTHER KINDS OF PROP. OFF.,0,0,0,0
Lakshadweep,2004,TOTAL (MANUAL),7,3,7770,3410
Lakshadweep,2005,TOTAL (MANUAL),9,2,261658,9410
Lakshadweep,2005,OTHER KINDS OF PROP. OFF.,0,0,0,0
Lakshadweep,2005,THEFTS,7,1,241248,1000
Lakshadweep,2005,BURGLARY,2,1,20410,8410
Lakshadweep,2005,ROBBERY,0,0,0,0
Lakshadweep,2005,DACOITY,0,0,0,0
Lakshadweep,2005,C.B. OF TRUST,0,0,0,0
Lakshadweep,2006,C.B. OF TRUST,0,0,0,0
Lakshadweep,2006,DACOITY,0,0,0,0
Lakshadweep,2006,THEFTS,17,11,348100,101200
Lakshadweep,2006,BURGLARY,2,1,28200,10000
Lakshadweep,2006,OTHER KINDS OF PROP. OFF.,0,0,0,0
Lakshadweep,2006,ROBBERY,0,0,0,0
Lakshadweep,2006,TOTAL (MANUAL),19,12,376300,111200
Lakshadweep,2007,DACOITY,0,0,0,0
Lakshadweep,2007,ROBBERY,0,0,0,0
Lakshadweep,2007,BURGLARY,2,0,21500,0
Lakshadweep,2007,THEFTS,20,3,220223,66597
Lakshadweep,2007,C.B. OF TRUST,0,0,0,0
Lakshadweep,2007,OTHER KINDS OF PROP. OFF.,4,0,606600,0
Lakshadweep,2008,THEFTS,8,2,74000,9000
Lakshadweep,2008,ROBBERY,0,0,0,0
Lakshadweep,2008,TOTAL (MANUAL),11,3,244000,99000
Lakshadweep,2008,C.B. OF TRUST,0,0,0,0
Lakshadweep,2008,DACOITY,0,0,0,0
Lakshadweep,2008,BURGLARY,3,1,170000,90000
Lakshadweep,2008,OTHER KINDS OF PROP. OFF.,0,0,0,0
Lakshadweep,2009,ROBBERY,0,0,0,0
Lakshadweep,2009,DACOITY,3,0,500000,0
Lakshadweep,2009,OTHER KINDS OF PROP. OFF.,44,8,2000000,200000
Lakshadweep,2009,C.B. OF TRUST,0,0,0,0
Lakshadweep,2009,TOTAL (MANUAL),58,11,3077000,300000
Lakshadweep,2009,THEFTS,10,3,277000,100000
Lakshadweep,2009,BURGLARY,1,0,300000,0
Lakshadweep,2010,TOTAL (MANUAL),7,3,43000,22000
Lakshadweep,2010,OTHER KINDS OF PROP. OFF.,0,0,0,0
Lakshadweep,2010,C.B. OF TRUST,0,0,0,0
Lakshadweep,2010,ROBBERY,0,0,0,0
Lakshadweep,2010,THEFTS,4,2,18000,9000
Lakshadweep,2010,DACOITY,0,0,0,0
Lakshadweep,2010,BURGLARY,3,1,25000,13000
Lakshadweep,2011,OTHER KINDS OF PROP. OFF.,0,0,0,0
Lakshadweep,2011,THEFTS,4,0,44800,0
Lakshadweep,2011,BURGLARY,0,0,0,0
Lakshadweep,2011,C.B. OF TRUST,1,0,9796000,0
Lakshadweep,2011,ROBBERY,0,0,0,0
Lakshadweep,2011,DACOITY,0,0,0,0
Lakshadweep,2011,TOTAL (MANUAL),5,0,9840800,0
Lakshadweep,2012,ROBBERY,0,0,0,0
Lakshadweep,2012,DACOITY,0,0,0,0
Lakshadweep,2012,BURGLARY,3,0,203500,0
Lakshadweep,2012,THEFTS,7,1,76475,35000
Lakshadweep,2012,C.B. OF TRUST,0,0,0,0
Lakshadweep,2012,OTHER KINDS OF PROP. OFF.,0,0,0,0
Lakshadweep,2012,COMP. TOTAL (6 TO 15),10,1,279975,35000
Lakshadweep,2012,TOTAL (MANUAL),10,1,279975,35000
Puducherry,2001,THEFTS,528,262,6910578,3425378
Puducherry,2001,BURGLARY,111,34,2857023,549650
Puducherry,2001,C.B. OF TRUST,5,2,147466,41231
Puducherry,2001,OTHER KINDS OF PROP. OFF.,2,1,57550,750
Puducherry,2001,TOTAL (MANUAL),651,303,10439367,4421759
Puducherry,2001,ROBBERY,4,3,346750,304750
Puducherry,2001,DACOITY,1,1,120000,100000
Puducherry,2002,C.B. OF TRUST,11,1,2742428,6000
Puducherry,2002,THEFTS,526,209,7444801,3161559
Puducherry,2002,BURGLARY,129,38,3208215,1135868
Puducherry,2002,ROBBERY,6,4,422500,419000
Puducherry,2002,OTHER KINDS OF PROP. OFF.,1,1,23000,20000
Puducherry,2002,DACOITY,2,2,155000,155000
Puducherry,2002,TOTAL (MANUAL),675,255,13995944,4897427
Puducherry,2003,OTHER KINDS OF PROP. OFF.,2,2,1600,1600
Puducherry,2003,TOTAL (MANUAL),720,288,20367570,5686424
Puducherry,2003,THEFTS,567,218,10167710,3418868
Puducherry,2003,DACOITY,2,2,521700,62700
Puducherry,2003,BURGLARY,126,56,6744373,1679750
Puducherry,2003,C.B. OF TRUST,12,2,2555237,226956
Puducherry,2003,ROBBERY,11,8,376950,296550
Puducherry,2004,C.B. OF TRUST,7,0,2071359,0
Puducherry,2004,BURGLARY,86,48,2828010,1419510
Puducherry,2004,THEFTS,634,413,9967529,6464216
Puducherry,2004,ROBBERY,1,1,4600,4600
Puducherry,2004,DACOITY,0,0,0,0
Puducherry,2004,OTHER KINDS OF PROP. OFF.,2,2,96000,96000
Puducherry,2004,TOTAL (MANUAL),730,464,14967498,7984326
Puducherry,2005,DACOITY,1,0,0,0
Puducherry,2005,OTHER KINDS OF PROP. OFF.,2,1,19500,15000
Puducherry,2005,C.B. OF TRUST,8,4,8312445,8212429
Puducherry,2005,BURGLARY,67,42,2103597,1183747
Puducherry,2005,ROBBERY,5,2,798440,20740
Puducherry,2005,TOTAL (MANUAL),549,377,19654615,14721134
Puducherry,2005,THEFTS,466,328,8420633,5289218
Puducherry,2006,BURGLARY,84,46,2477094,1104955
Puducherry,2006,ROBBERY,3,1,110000,10000
Puducherry,2006,DACOITY,2,2,263000,246000
Puducherry,2006,THEFTS,560,293,12995915,8367415
Puducherry,2006,C.B. OF TRUST,6,4,12645000,12525000
Puducherry,2006,TOTAL (MANUAL),657,347,28496009,22257370
Puducherry,2006,OTHER KINDS OF PROP. OFF.,2,1,5000,4000
Puducherry,2007,DACOITY,1,1,500000,500000
Puducherry,2007,ROBBERY,8,4,3236250,69250
Puducherry,2007,BURGLARY,86,36,6656261,970520
Puducherry,2007,THEFTS,787,375,17727911,10598391
Puducherry,2007,C.B. OF TRUST,6,2,1341010,398673
Puducherry,2007,OTHER KINDS OF PROP. OFF.,3,1,63500,30000
Puducherry,2007,TOTAL (MANUAL),891,419,29524932,12566834
Puducherry,2008,COMP. TOTAL (6 TO 15),813,375,30018652,15247896
Puducherry,2008,DACOITY,10,10,1923300,1456400
Puducherry,2008,TOTAL (MANUAL),813,375,30018652,15247896
Puducherry,2008,OTHER KINDS OF PROP. OFF.,2,2,648000,648000
Puducherry,2008,C.B. OF TRUST,13,3,3131550,145000
Puducherry,2008,THEFTS,688,300,18393372,8752684
Puducherry,2008,ROBBERY,10,10,435490,435490
Puducherry,2008,BURGLARY,90,50,5486940,3810322
Puducherry,2009,C.B. OF TRUST,7,3,4457373,1049380
Puducherry,2009,OTHER KINDS OF PROP. OFF.,2,2,55000,55000
Puducherry,2009,DACOITY,7,7,2056400,2056000
Puducherry,2009,ROBBERY,9,8,520200,225200
Puducherry,2009,BURGLARY,71,46,5541789,3401445
Puducherry,2009,THEFTS,711,418,16457917,11202455
Puducherry,2009,TOTAL (MANUAL),807,484,29088679,17989480
Puducherry,2010,TOTAL (MANUAL),625,325,30249484,18752582
Puducherry,2010,OTHER KINDS OF PROP. OFF.,0,0,0,0
Puducherry,2010,C.B. OF TRUST,12,9,3107999,656643
Puducherry,2010,THEFTS,534,266,18821640,11800800
Puducherry,2010,ROBBERY,5,4,2425969,2140065
Puducherry,2010,DACOITY,2,2,2300000,2300000
Puducherry,2010,BURGLARY,72,44,3593876,1855074
Puducherry,2011,TOTAL (MANUAL),798,249,34559922,17034915
Puducherry,2011,ROBBERY,11,7,1619750,782000
Puducherry,2011,BURGLARY,65,26,7377643,3588690
Puducherry,2011,THEFTS,707,207,24636348,12244518
Puducherry,2011,C.B. OF TRUST,9,3,844181,365282
Puducherry,2011,DACOITY,5,5,75000,47425
Puducherry,2011,OTHER KINDS OF PROP. OFF.,1,1,7000,7000
Puducherry,2012,COMP. TOTAL (6 TO 15),770,354,41099636,23599587
Puducherry,2012,BURGLARY,77,38,12168314,6016611
Puducherry,2012,THEFTS,658,283,23866392,13231746
Puducherry,2012,C.B. OF TRUST,9,8,486000,326000
Puducherry,2012,OTHER KINDS OF PROP. OFF.,5,4,1375600,1375500
Puducherry,2012,TOTAL (MANUAL),770,354,41099636,23599587
Puducherry,2012,DACOITY,5,5,683000,380000
Puducherry,2012,ROBBERY,16,16,2520330,2269730

