STATE/UT,YEAR,Crime Head,Number Of Cases In Which Property - Stolen,Number Of Cases In Which Property - Recovered,Value Of Property (in rupees) - Stolen,Value Of Property (in rupees) - Recovered
Jammu & Kashmir,2010,THEFTS,2490,985,143631373,78485237
Jammu & Kashmir,2010,ROBBERY,56,19,5531200,3514800
Jammu & Kashmir,2011,TOTAL (MANUAL),4412,1738,237669880,118679851
Jammu & Kashmir,2011,ROBBERY,88,46,7825240,5103872
Jammu & Kashmir,2011,THEFTS,2645,1234,143658102,83617462
Jammu & Kashmir,2011,BURGLARY,1484,368,72941089,23693082
Jammu & Kashmir,2011,C.B. OF TRUST,35,27,3557900,1673900
Jammu & Kashmir,2011,OTHER KINDS OF PROP. OFF.,146,55,8562060,4106710
Jammu & Kashmir,2011,DACOITY,14,8,1125489,484825
Jammu & Kashmir,2012,COMP. TOTAL (6 TO 15),3503,1581,214472586,111867895
Jammu & Kashmir,2012,TOTAL (MANUAL),3503,1581,214472586,111867895
Jammu & Kashmir,2012,OTHER KINDS OF PROP. OFF.,15,9,133475,73825
Jammu & Kashmir,2012,C.B. OF TRUST,26,19,408048,230669
Jammu & Kashmir,2012,BURGLARY,1376,398,80739146,27369471
Jammu & Kashmir,2012,ROBBERY,80,45,12847394,9260667
Jammu & Kashmir,2012,DACOITY,5,2,506324,152824
Jammu & Kashmir,2012,THEFTS,2001,1108,119838199,74780439
Jharkhand,2001,ROBBERY,469,109,12858130,2759884
Jharkhand,2001,DACOITY,503,83,18069915,2518508
Jharkhand,2001,OTHER KINDS OF PROP. OFF.,253,69,11010074,985394
Jharkhand,2001,C.B. OF TRUST,153,29,1875873,105400
Jharkhand,2001,BURGLARY,1150,186,9552273,757019
Jharkhand,2001,THEFTS,3236,935,73302172,6926220
Jharkhand,2001,TOTAL (MANUAL),5764,1411,126668437,14052425
Jharkhand,2002,THEFTS,4374,1006,76367464,9048818
Jharkhand,2002,DACOITY,580,150,26053033,5804271
Jharkhand,2002,ROBBERY,780,181,32622977,3638064
Jharkhand,2002,C.B. OF TRUST,333,53,5899913,1276520
Jharkhand,2002,BURGLARY,1419,220,10289240,1208261
Jharkhand,2002,TOTAL (MANUAL),7668,1743,155701111,25211240
Jharkhand,2002,OTHER KINDS OF PROP. OFF.,182,133,4468484,4235306
Jharkhand,2003,DACOITY,682,156,20784181,6082015
Jharkhand,2003,ROBBERY,808,214,17199569,4350709
Jharkhand,2003,BURGLARY,1374,192,10735942,1175731
Jharkhand,2003,THEFTS,3863,989,80926328,7908322
Jharkhand,2003,C.B. OF TRUST,265,188,12472592,8848480
Jharkhand,2003,OTHER KINDS OF PROP. OFF.,219,88,1982366,1281157
Jharkhand,2003,TOTAL (MANUAL),7211,1827,144100978,29646414
Jharkhand,2004,TOTAL (MANUAL),7668,1743,155701111,25211240
Jharkhand,2004,OTHER KINDS OF PROP. OFF.,182,133,4468484,4235306
Jharkhand,2004,C.B. OF TRUST,333,53,5899913,1276520
Jharkhand,2004,THEFTS,4374,1006,76367464,9048818
Jharkhand,2004,ROBBERY,780,181,32622977,3638064
Jharkhand,2004,BURGLARY,1419,220,10289240,1208261
Jharkhand,2004,DACOITY,580,150,26053033,5804271
Jharkhand,2005,TOTAL (MANUAL),8814,1885,196743782,35909015
Jharkhand,2005,DACOITY,592,123,30431289,5355750
Jharkhand,2005,BURGLARY,1600,259,39496852,2045450
Jharkhand,2005,THEFTS,5610,1191,91696971,21659643
Jharkhand,2005,OTHER KINDS OF PROP. OFF.,146,65,3645428,796738
Jharkhand,2005,ROBBERY,698,163,21285370,4926094
Jharkhand,2005,C.B. OF TRUST,168,84,10187872,1125340
Jharkhand,2006,ROBBERY,772,133,24756183,4065780
Jharkhand,2006,THEFTS,6173,1123,71462338,13661775
Jharkhand,2006,TOTAL (MANUAL),9625,1730,170093250,27779882
Jharkhand,2006,C.B. OF TRUST,292,15,9902369,328065
Jharkhand,2006,DACOITY,534,117,31178749,3563462
Jharkhand,2006,BURGLARY,1428,234,21269610,2129927
Jharkhand,2006,OTHER KINDS OF PROP. OFF.,426,108,11524001,4030873
Jharkhand,2007,TOTAL (MANUAL),10245,1582,228644383,37075425
Jharkhand,2007,OTHER KINDS OF PROP. OFF.,188,33,2195421,235289
Jharkhand,2007,C.B. OF TRUST,207,19,6259336,350756
Jharkhand,2007,BURGLARY,1489,194,23190276,2212553
Jharkhand,2007,ROBBERY,771,136,37472789,7553353
Jharkhand,2007,DACOITY,523,75,50039989,11251492
Jharkhand,2007,THEFTS,7067,1125,109486572,15471982
Jharkhand,2008,DACOITY,416,89,89340742,4555825
Jharkhand,2008,TOTAL (MANUAL),10132,1657,359861979,35320406
Jharkhand,2008,ROBBERY,761,202,36317556,7692706
Jharkhand,2008,THEFTS,7269,1153,132366997,20627716
Jharkhand,2008,BURGLARY,1375,188,21482618,1795681
Jharkhand,2008,OTHER KINDS OF PROP. OFF.,156,11,65180831,163278
Jharkhand,2008,C.B. OF TRUST,155,14,15173235,485200
Jharkhand,2009,OTHER KINDS OF PROP. OFF.,247,54,11102495,3994020
Jharkhand,2009,TOTAL (MANUAL),10989,1953,317553840,50457871
Jharkhand,2009,BURGLARY,1392,211,24899098,2696624
Jharkhand,2009,C.B. OF TRUST,442,47,15951445,1363825
Jharkhand,2009,THEFTS,7716,1331,153601534,28571580
Jharkhand,2009,DACOITY,412,107,76188451,6140023
Jharkhand,2009,ROBBERY,780,203,35810817,7691799
Jharkhand,2010,OTHER KINDS OF PROP. OFF.,428,96,9059363,5478349
Jharkhand,2010,ROBBERY,709,197,31192463,8179876
Jharkhand,2010,TOTAL (MANUAL),10318,2153,472956236,63504472
Jharkhand,2010,THEFTS,7090,1379,141140357,31022247
Jharkhand,2010,C.B. OF TRUST,399,147,217344840,2266675
Jharkhand,2010,DACOITY,335,104,43681106,11413820
Jharkhand,2010,BURGLARY,1357,230,30538107,5143505
Jharkhand,2011,TOTAL (MANUAL),9179,1963,291076111,55810352
Jharkhand,2011,OTHER KINDS OF PROP. OFF.,211,104,4143846,1194726
Jharkhand,2011,BURGLARY,1235,224,27967511,5424187
Jharkhand,2011,ROBBERY,614,204,27851565,8140733
Jharkhand,2011,C.B. OF TRUST,432,97,29587620,2764369
Jharkhand,2011,THEFTS,6378,1219,168168501,31093000
Jharkhand,2011,DACOITY,309,115,33357068,7193337
Jharkhand,2012,COMP. TOTAL (6 TO 15),9674,2215,342243486,80794927
Jharkhand,2012,THEFTS,6680,1310,164309305,40342112
Jharkhand,2012,BURGLARY,1216,248,34929809,7593022
Jharkhand,2012,C.B. OF TRUST,598,192,65822356,9730427
Jharkhand,2012,TOTAL (MANUAL),9674,2215,342243486,80794927
Jharkhand,2012,DACOITY,284,97,29625699,7956597
Jharkhand,2012,ROBBERY,494,172,38936773,12813804
Jharkhand,2012,OTHER KINDS OF PROP. OFF.,402,196,8619544,2358965
Karnataka,2001,ROBBERY,847,382,30204787,11218599
Karnataka,2001,OTHER KINDS OF PROP. OFF.,325,145,10530737,4216802
Karnataka,2001,DACOITY,178,92,21450275,12023070
Karnataka,2001,TOTAL (MANUAL),21039,6652,583882867,218531303
Karnataka,2001,C.B. OF TRUST,427,102,80193976,11233753
Karnataka,2001,THEFTS,12868,4163,302109716,137617871
Karnataka,2001,BURGLARY,6394,1768,139393376,42221208
Karnataka,2002,BURGLARY,6480,1987,178997480,61391062
Karnataka,2002,OTHER KINDS OF PROP. OFF.,378,316,15964455,9473988
Karnataka,2002,C.B. OF TRUST,393,140,80055435,28076132
Karnataka,2002,THEFTS,13818,4393,286775571,122455162
Karnataka,2002,TOTAL (MANUAL),22219,7397,638855643,264284974
Karnataka,2002,ROBBERY,972,481,41269439,24363079
Karnataka,2002,DACOITY,178,80,35793263,18525551
Karnataka,2003,ROBBERY,861,426,25799254,11495351
Karnataka,2003,C.B. OF TRUST,438,135,154630643,6836658
Karnataka,2003,THEFTS,14180,4245,315881356,141608500
Karnataka,2003,BURGLARY,6049,1530,147855476,36028899
Karnataka,2003,DACOITY,220,138,29322654,14506929
Karnataka,2003,TOTAL (MANUAL),22463,6708,700067515,218541891
Karnataka,2003,OTHER KINDS OF PROP. OFF.,715,234,26578132,8065554
Karnataka,2004,OTHER KINDS OF PROP. OFF.,524,201,29751496,6436066
Karnataka,2004,ROBBERY,1024,444,50277676,22060214
Karnataka,2004,DACOITY,177,105,40702750,10843130
Karnataka,2004,BURGLARY,6093,1695,174253060,50828582
Karnataka,2004,THEFTS,16093,4516,397657848,175254513
Karnataka,2004,C.B. OF TRUST,354,145,119683651,37961216
Karnataka,2004,TOTAL (MANUAL),24265,7106,812326481,303383721
Karnataka,2005,BURGLARY,5986,1688,261321837,59175016
Karnataka,2005,ROBBERY,1202,671,42655860,19082002
Karnataka,2005,TOTAL (MANUAL),25185,7973,2781334074,357261516
Karnataka,2005,THEFTS,17008,5299,464640676,246432247
Karnataka,2005,OTHER KINDS OF PROP. OFF.,347,121,922944183,4547720
Karnataka,2005,C.B. OF TRUST,434,94,1041217289,6490466
Karnataka,2005,DACOITY,208,100,48554229,21534065
Karnataka,2006,OTHER KINDS OF PROP. OFF.,367,70,64316165,16481479
Karnataka,2006,DACOITY,202,109,43736255,12926983
Karnataka,2006,ROBBERY,1349,712,61989790,24572555
Karnataka,2006,BURGLARY,5967,1775,234363867,63562444
Karnataka,2006,C.B. OF TRUST,378,116,91306788,20579025
Karnataka,2006,THEFTS,14901,4970,480347009,189460917
Karnataka,2006,TOTAL (MANUAL),23164,7752,976059874,327583403
Karnataka,2007,BURGLARY,5449,1985,266947170,75589467
Karnataka,2007,OTHER KINDS OF PROP. OFF.,606,120,98303525,20537339
Karnataka,2007,TOTAL (MANUAL),22130,9429,1238690783,334206596
Karnataka,2007,C.B. OF TRUST,320,89,82460451,10670130
Karnataka,2007,THEFTS,14270,6278,631663026,145811318
Karnataka,2007,ROBBERY,1307,845,66346393,25775141
Karnataka,2007,DACOITY,178,112,92970218,55823201
Karnataka,2008,DACOITY,268,173,100090700,59400800
Karnataka,2008,OTHER KINDS OF PROP. OFF.,503,124,183239049,13801698
Karnataka,2008,THEFTS,17728,5082,754337080,341038583
Karnataka,2008,TOTAL (MANUAL),26727,8160,1921058853,609152500
Karnataka,2008,BURGLARY,6258,1766,466383124,94543552
Karnataka,2008,C.B. OF TRUST,360,122,289353089,60994188
Karnataka,2008,ROBBERY,1610,893,127655811,39373679
Karnataka,2009,ROBBERY,1825,1026,117838795,66321860
Karnataka,2009,BURGLARY,6629,1865,463183202,243264403
Karnataka,2009,THEFTS,20576,5397,830588124,426788217
Karnataka,2009,C.B. OF TRUST,389,97,865928132,13716945
Karnataka,2009,OTHER KINDS OF PROP. OFF.,883,370,120128314,27564698
Karnataka,2009,TOTAL (MANUAL),30575,8933,2511469442,873516628
Karnataka,2009,DACOITY,273,178,113802875,95860505
Karnataka,2010,ROBBERY,1949,1011,150847452,122951711
Karnataka,2010,C.B. OF TRUST,380,183,120010848,4313888
Karnataka,2010,BURGLARY,6059,2053,358763287,190809043
Karnataka,2010,OTHER KINDS OF PROP. OFF.,964,380,241760506,35103094
Karnataka,2010,DACOITY,272,186,70325623,58827626
Karnataka,2010,TOTAL (MANUAL),29717,10293,2411483345,999646710
Karnataka,2010,THEFTS,20093,6480,1469775629,587641348
Karnataka,2011,BURGLARY,6040,1473,743280089,120231888
Karnataka,2011,THEFTS,19834,6769,695118835,314253677
Karnataka,2011,C.B. OF TRUST,386,101,163088861,22138498
Karnataka,2011,OTHER KINDS OF PROP. OFF.,1091,377,142529836,17169020
Karnataka,2011,ROBBERY,2123,1134,239035428,134289500
Karnataka,2011,DACOITY,213,140,53480675,124885523
Karnataka,2011,TOTAL (MANUAL),29687,9994,2036533724,732968106
Karnataka,2012,ROBBERY,2207,1036,236542219,114997762
Karnataka,2012,THEFTS,18418,5212,1054666896,541576354
Karnataka,2012,DACOITY,211,152,105211967,67603573
Karnataka,2012,TOTAL (MANUAL),27873,8376,2380227436,999071404
Karnataka,2012,COMP. TOTAL (6 TO 15),27873,8376,2380227436,999071404
Karnataka,2012,BURGLARY,5792,1633,720886548,224838390
Karnataka,2012,C.B. OF TRUST,253,51,95841529,18386895
Karnataka,2012,OTHER KINDS OF PROP. OFF.,992,292,167078277,31668430
Kerala,2001,THEFTS,5365,2203,224561696,62894216
Kerala,2001,TOTAL (MANUAL),10442,3320,433136856,99493533
Kerala,2001,ROBBERY,472,209,15196285,7242012
Kerala,2001,OTHER KINDS OF PROP. OFF.,1,1,12500,12500
Kerala,2001,BURGLARY,4185,815,131614945,21414046
Kerala,2001,C.B. OF TRUST,279,43,48659235,5203538
Kerala,2001,DACOITY,140,49,13092195,2727221
Kerala,2002,THEFTS,5432,1904,245236624,64763896
Kerala,2002,DACOITY,125,44,19804550,10644120
Kerala,2002,BURGLARY,4447,928,197320724,20039092
Kerala,2002,C.B. OF TRUST,252,42,114314061,4000315
Kerala,2002,TOTAL (MANUAL),11246,3386,631615977,117814390
Kerala,2002,OTHER KINDS OF PROP. OFF.,400,225,32901675,11879933
Kerala,2002,ROBBERY,590,243,22038343,6487034
Kerala,2003,DACOITY,118,58,25952178,10501066
Kerala,2003,C.B. OF TRUST,229,37,189242300,14721566
Kerala,2003,THEFTS,4523,1790,188417125,62365823
Kerala,2003,OTHER KINDS OF PROP. OFF.,235,148,14903253,10586255
Kerala,2003,TOTAL (MANUAL),9843,3349,570632818,125595872
Kerala,2003,BURGLARY,4164,1053,136448825,18605342
Kerala,2003,ROBBERY,574,263,15669137,8815820
Kerala,2004,C.B. OF TRUST,236,62,56346557,15987869
Kerala,2004,ROBBERY,606,287,18106829,5816571
Kerala,2004,TOTAL (MANUAL),10598,3824,467846875,118246729
Kerala,2004,THEFTS,5010,2091,197049832,54208055
Kerala,2004,OTHER KINDS OF PROP. OFF.,273,202,11349202,4348304
Kerala,2004,DACOITY,114,56,33006692,11313177
Kerala,2004,BURGLARY,4359,1126,151987763,26572753
Kerala,2005,OTHER KINDS OF PROP. OFF.,894,203,84827700,335580
Kerala,2005,BURGLARY,3914,939,187698662,18941597
Kerala,2005,ROBBERY,544,233,25519168,6015450
Kerala,2005,DACOITY,97,47,35468140,5862500
Kerala,2005,THEFTS,5225,2062,266880665,61417001
Kerala,2005,TOTAL (MANUAL),10952,3532,672098935,95246439
Kerala,2005,C.B. OF TRUST,278,48,71704600,2674311
Kerala,2006,DACOITY,119,55,63215996,21345161
Kerala,2006,ROBBERY,605,244,19206824,5442681
Kerala,2006,BURGLARY,3948,846,237675908,26865098
Kerala,2006,THEFTS,5043,1833,298306907,57135205
Kerala,2006,C.B. OF TRUST,243,37,698169929,4237380
Kerala,2006,TOTAL (MANUAL),10564,3087,1441512632,122680460
Kerala,2006,OTHER KINDS OF PROP. OFF.,606,72,124937068,7654935
Kerala,2007,TOTAL (MANUAL),12938,3763,1538477397,132700991
Kerala,2007,BURGLARY,3824,1035,326981272,19975794
Kerala,2007,OTHER KINDS OF PROP. OFF.,2665,104,614644393,8630620
Kerala,2007,THEFTS,5317,2210,336982688,83174955
Kerala,2007,C.B. OF TRUST,298,18,109496116,1955592
Kerala,2007,DACOITY,108,51,121457955,11872686
Kerala,2007,ROBBERY,726,345,28914973,7091344
Kerala,2008,OTHER KINDS OF PROP. OFF.,2329,71,949465280,12278375
Kerala,2008,DACOITY,85,53,110557290,6063642
Kerala,2008,TOTAL (MANUAL),12318,3879,2577732881,139104039
Kerala,2008,BURGLARY,3533,1037,229243049,25512674
Kerala,2008,THEFTS,5327,2348,280186211,74419945
Kerala,2008,ROBBERY,725,349,46727656,12664305
Kerala,2008,C.B. OF TRUST,319,21,961553395,8165098
Kerala,2009,THEFTS,5196,2507,235023567,77566694
Kerala,2009,C.B. OF TRUST,254,29,141278899,2023388
Kerala,2009,OTHER KINDS OF PROP. OFF.,2365,264,1932069078,23524130
Kerala,2009,TOTAL (MANUAL),11943,4479,2812836460,384303742
Kerala,2009,DACOITY,102,70,41331781,22351474
Kerala,2009,BURGLARY,3301,1186,429911619,246436586
Kerala,2009,ROBBERY,725,423,33221516,12401470
Kerala,2010,DACOITY,71,33,8078175,2665230
Kerala,2010,BURGLARY,2468,956,232893329,93602702
Kerala,2010,ROBBERY,524,336,19101844,9088410
Kerala,2010,THEFTS,4065,2110,206828894,72925126
Kerala,2010,C.B. OF TRUST,264,44,482166623,5789528
Kerala,2010,OTHER KINDS OF PROP. OFF.,2590,435,1736686318,16092319
Kerala,2010,TOTAL (MANUAL),9982,3914,2685755183,200163315
Kerala,2011,ROBBERY,665,337,64968655,28974951
Kerala,2011,THEFTS,4473,2225,235325576,78501976
Kerala,2011,OTHER KINDS OF PROP. OFF.,3362,186,9287834730,36699662
Kerala,2011,C.B. OF TRUST,266,39,1689537712,6685074
Kerala,2011,TOTAL (MANUAL),11686,3861,11525219924,226243613
Kerala,2011,DACOITY,71,42,21890650,9067470
Kerala,2011,BURGLARY,2849,1032,225662601,66314480
Kerala,2012,TOTAL (MANUAL),10565,4026,3894893521,205558166
Kerala,2012,OTHER KINDS OF PROP. OFF.,3221,591,3098517172,33164202
Kerala,2012,C.B. OF TRUST,243,50,241770729,6903159
Kerala,2012,THEFTS,3803,1989,246436306,90645197
Kerala,2012,BURGLARY,2580,946,246720531,45647314
Kerala,2012,ROBBERY,647,408,33393399,12648724
Kerala,2012,DACOITY,71,42,28055384,16549570
Kerala,2012,COMP. TOTAL (6 TO 15),10565,4026,3894893521,205558166
Madhya Pradesh,2001,TOTAL (MANUAL),37554,11779,501301044,203882247
Madhya Pradesh,2001,OTHER KINDS OF PROP. OFF.,1331,388,20579958,3349521
Madhya Pradesh,2001,C.B. OF TRUST,481,255,18436467,8389128
Madhya Pradesh,2001,THEFTS,20263,6505,279298301,124632664
Madhya Pradesh,2001,BURGLARY,13549,3526,118549565,31332930
Madhya Pradesh,2001,ROBBERY,1764,1003,49184881,25960868
Madhya Pradesh,2001,DACOITY,166,102,15251872,10217136
Madhya Pradesh,2002,OTHER KINDS OF PROP. OFF.,876,412,25257676,6577011
Madhya Pradesh,2002,ROBBERY,1829,1027,57782600,34598627
Madhya Pradesh,2002,BURGLARY,13344,4107,139525244,31684582
Madhya Pradesh,2002,DACOITY,136,92,25945213,18864346
Madhya Pradesh,2002,C.B. OF TRUST,507,263,39092766,10528504
Madhya Pradesh,2002,THEFTS,20759,7221,288411060,123835347
Madhya Pradesh,2002,TOTAL (MANUAL),37451,13122,576014559,226088417
Madhya Pradesh,2003,THEFTS,20328,6952,324662174,135145952
Madhya Pradesh,2003,TOTAL (MANUAL),35947,12178,600151731,235335412
Madhya Pradesh,2003,C.B. OF TRUST,393,240,14418796,6459239
Madhya Pradesh,2003,BURGLARY,12641,3589,155291507,29830876
Madhya Pradesh,2003,ROBBERY,1577,899,70386234,45683930
Madhya Pradesh,2003,DACOITY,153,104,22843695,13662972
Madhya Pradesh,2003,OTHER KINDS OF PROP. OFF.,855,394,12549325,4552443
Madhya Pradesh,2004,C.B. OF TRUST,424,288,25445332,7948030
Madhya Pradesh,2004,OTHER KINDS OF PROP. OFF.,862,392,22378484,4192248
Madhya Pradesh,2004,TOTAL (MANUAL),37646,13442,627039527,241735232
Madhya Pradesh,2004,THEFTS,22557,7768,337588386,141606813
Madhya Pradesh,2004,BURGLARY,12130,3943,145505628,33345035
Madhya Pradesh,2004,ROBBERY,1526,957,71765279,38859520
Madhya Pradesh,2004,DACOITY,147,94,24356418,15783586
Madhya Pradesh,2005,ROBBERY,1557,909,68609510,35834684
Madhya Pradesh,2005,C.B. OF TRUST,489,328,61101274,16256773
Madhya Pradesh,2005,OTHER KINDS OF PROP. OFF.,646,242,14183206,3372675
Madhya Pradesh,2005,TOTAL (MANUAL),34691,12822,695025291,277709045
Madhya Pradesh,2005,BURGLARY,11192,3607,154604344,43951572
Madhya Pradesh,2005,DACOITY,147,95,15713984,10852110
Madhya Pradesh,2005,THEFTS,20660,7641,380812973,167441231
Madhya Pradesh,2006,DACOITY,151,96,31541959,17679151
Madhya Pradesh,2006,BURGLARY,10729,3140,175701398,35645450
Madhya Pradesh,2006,THEFTS,21733,7931,439259099,194359963
Madhya Pradesh,2006,C.B. OF TRUST,362,217,41386099,8046499
Madhya Pradesh,2006,TOTAL (MANUAL),35604,12874,1112553051,323758170
Madhya Pradesh,2006,OTHER KINDS OF PROP. OFF.,859,427,346561205,36884131
Madhya Pradesh,2006,ROBBERY,1770,1063,78103291,31142976
Madhya Pradesh,2007,DACOITY,143,84,85301705,64031147
Madhya Pradesh,2007,C.B. OF TRUST,392,264,30867694,19174548
Madhya Pradesh,2007,THEFTS,22396,7829,504335083,218600442
Madhya Pradesh,2007,OTHER KINDS OF PROP. OFF.,798,321,49994761,34272324
Madhya Pradesh,2007,ROBBERY,1975,1126,89208369,51082895
Madhya Pradesh,2007,BURGLARY,11230,3445,199867229,37539294
Madhya Pradesh,2007,TOTAL (MANUAL),36934,13069,959574841,424700650
Madhya Pradesh,2008,ROBBERY,2234,1218,143137421,55084131
Madhya Pradesh,2008,BURGLARY,11072,3600,211486284,41839086
Madhya Pradesh,2008,THEFTS,24579,7995,583021697,192107758
Madhya Pradesh,2008,TOTAL (MANUAL),39064,13504,1090769341,334055917
Madhya Pradesh,2008,OTHER KINDS OF PROP. OFF.,569,261,30516184,11981693
Madhya Pradesh,2008,C.B. OF TRUST,450,312,84903306,13761605
Madhya Pradesh,2008,DACOITY,160,118,37704449,19281644
Madhya Pradesh,2009,C.B. OF TRUST,437,317,51747531,19209976
Madhya Pradesh,2009,BURGLARY,10661,3123,243536207,43077627
Madhya Pradesh,2009,OTHER KINDS OF PROP. OFF.,768,345,40897249,12779636
Madhya Pradesh,2009,DACOITY,117,86,27798379,21361603
Madhya Pradesh,2009,ROBBERY,2270,1370,100939335,53226153
Madhya Pradesh,2009,THEFTS,23260,7473,636398858,282210926
Madhya Pradesh,2009,TOTAL (MANUAL),37513,12714,1101317559,431865921
Madhya Pradesh,2010,DACOITY,110,81,7050070892,7021484540
Madhya Pradesh,2010,THEFTS,21523,6682,659776896,271839332
Madhya Pradesh,2010,BURGLARY,9897,3092,283085880,57395236
Madhya Pradesh,2010,OTHER KINDS OF PROP. OFF.,539,283,36911088,13637112
Madhya Pradesh,2010,C.B. OF TRUST,371,234,105352477,32067682
Madhya Pradesh,2010,TOTAL (MANUAL),34358,11549,8265789122,7470011363
Madhya Pradesh,2010,ROBBERY,1918,1177,130591889,73587461
Madhya Pradesh,2011,OTHER KINDS OF PROP. OFF.,783,394,70184114,14720319
Madhya Pradesh,2011,DACOITY,118,86,48675690,32105218
Madhya Pradesh,2011,THEFTS,22386,6788,810502269,317050740
Madhya Pradesh,2011,ROBBERY,1947,1132,114125619,65653178
Madhya Pradesh,2011,C.B. OF TRUST,395,294,73765691,26094790
Madhya Pradesh,2011,TOTAL (MANUAL),35789,11716,1514454163,540162210
Madhya Pradesh,2011,BURGLARY,10160,3022,397200780,84537965
Madhya Pradesh,2012,DACOITY,107,76,55247050,45892030
Madhya Pradesh,2012,BURGLARY,10019,2868,398121028,77661163
Madhya Pradesh,2012,THEFTS,23182,7021,844419200,353475562
Madhya Pradesh,2012,C.B. OF TRUST,367,278,65482927,30226774
Madhya Pradesh,2012,OTHER KINDS OF PROP. OFF.,660,400,99062957,34507807
Madhya Pradesh,2012,TOTAL (MANUAL),36275,11798,1601149284,620438718
Madhya Pradesh,2012,ROBBERY,1940,1155,138816122,78675382
Maharashtra,2001,DACOITY,523,339,106628247,41798247
Maharashtra,2001,OTHER KINDS OF PROP. OFF.,2491,1133,941300124,66749060
Maharashtra,2001,BURGLARY,13881,3595,444283747,62519296
Maharashtra,2001,C.B. OF TRUST,1436,705,876305582,234006060
Maharashtra,2001,TOTAL (MANUAL),60173,20787,4001169316,856697065
Maharashtra,2001,ROBBERY,2175,1200,153330905,43271048
Maharashtra,2001,THEFTS,39667,13815,1479320711,408353354
Maharashtra,2002,THEFTS,37443,13172,1509842077,358102777
Maharashtra,2002,TOTAL (MANUAL),57544,19944,9816576492,1300723470
Maharashtra,2002,C.B. OF TRUST,1392,646,5101900126,648696113
Maharashtra,2002,ROBBERY,2091,1076,149006609,45786648
Maharashtra,2002,OTHER KINDS OF PROP. OFF.,2803,1091,2468904637,134055928
Maharashtra,2002,BURGLARY,13273,3634,468021474,73463306
Maharashtra,2002,DACOITY,542,325,118901569,40618698
Maharashtra,2003,TOTAL (MANUAL),57118,20159,3874559515,749453074
Maharashtra,2003,THEFTS,36892,13128,1313308992,365044928
Maharashtra,2003,C.B. OF TRUST,1488,720,775033271,104222940
Maharashtra,2003,BURGLARY,13202,3766,635796246,65230975
Maharashtra,2003,ROBBERY,2054,1072,135808903,35878422
Maharashtra,2003,DACOITY,504,288,87681725,32601902
Maharashtra,2003,OTHER KINDS OF PROP. OFF.,2978,1185,926930378,146473907
Maharashtra,2004,BURGLARY,13896,3952,544644465,141098005
Maharashtra,2004,OTHER KINDS OF PROP. OFF.,3344,1282,1358689640,90670968
Maharashtra,2004,TOTAL (MANUAL),65025,21721,5206095253,810624001
Maharashtra,2004,C.B. OF TRUST,1371,669,1374397852,86911957
Maharashtra,2004,THEFTS,43629,14324,1661719838,415113383
Maharashtra,2004,DACOITY,623,398,98823595,38410784
Maharashtra,2004,ROBBERY,2162,1096,167819863,38418904
Maharashtra,2005,BURGLARY,14735,4058,619891309,99149466
Maharashtra,2005,DACOITY,625,368,91865056,34210419
Maharashtra,2005,THEFTS,46598,15565,2093911186,547904813
Maharashtra,2005,OTHER KINDS OF PROP. OFF.,4205,1492,1942171368,54852176
Maharashtra,2005,TOTAL (MANUAL),70162,23704,6472818409,885513709
Maharashtra,2005,C.B. OF TRUST,1637,890,1594302767,105086490
Maharashtra,2005,ROBBERY,2362,1331,130676723,44310345
Maharashtra,2006,THEFTS,46250,15590,2112418477,562101861
Maharashtra,2006,C.B. OF TRUST,1643,902,1614797474,114074650
Maharashtra,2006,OTHER KINDS OF PROP. OFF.,4189,1775,2545626471,173366171
Maharashtra,2006,TOTAL (MANUAL),70004,24180,7247492694,1038628130
Maharashtra,2006,BURGLARY,14723,4012,688724735,99357595
Maharashtra,2006,ROBBERY,2540,1498,155404631,50673143
Maharashtra,2006,DACOITY,659,403,130520906,39054710
Maharashtra,2007,ROBBERY,2732,1616,167474105,53930063
Maharashtra,2007,DACOITY,709,506,210757013,99587563
Maharashtra,2007,BURGLARY,14771,4120,1034246567,231671814
Maharashtra,2007,C.B. OF TRUST,1621,861,2011980786,176923736
Maharashtra,2007,OTHER KINDS OF PROP. OFF.,4578,1931,3722992640,219124280
Maharashtra,2007,TOTAL (MANUAL),71909,25106,10224489784,1462054517
Maharashtra,2007,THEFTS,47498,16072,3077038673,680817061
Maharashtra,2008,COMP. TOTAL (6 TO 15),78569,26935,15469344396,1344884834
Maharashtra,2008,TOTAL (MANUAL),78569,26935,15469344396,1344884834
Maharashtra,2008,OTHER KINDS OF PROP. OFF.,5195,1865,6869549940,169153533
Maharashtra,2008,C.B. OF TRUST,1761,876,3442732203,152911595
Maharashtra,2008,THEFTS,52664,17453,3351235338,740883362
Maharashtra,2008,BURGLARY,15170,4383,1032152787,157981978
Maharashtra,2008,ROBBERY,2984,1790,569912815,77213016
Maharashtra,2008,DACOITY,795,568,203761313,46741350
Maharashtra,2009,BURGLARY,15145,4194,1039474153,149327777
Maharashtra,2009,THEFTS,50708,16426,3142694776,715387912
Maharashtra,2009,TOTAL (MANUAL),77240,26097,12613758173,1352937107
Maharashtra,2009,C.B. OF TRUST,1735,918,1483178194,142506516
Maharashtra,2009,OTHER KINDS OF PROP. OFF.,5599,2112,6529451820,197492637
Maharashtra,2009,ROBBERY,3281,1908,248298616,76228642
Maharashtra,2009,DACOITY,772,539,170660614,71993623
